Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
10354,0.55,Ideal,E,VS1,61.2,54.0,5.3,5.32,3.25,1996
13729,0.8,Very Good,F,SI1,63.4,57.0,5.89,5.82,3.71,2851
10749,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,593
14743,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,709
25651,0.31,Ideal,D,VVS2,62.2,54.0,4.34,4.38,2.71,840
20854,0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57,2347
9097,1.5,Very Good,H,VVS1,60.9,61.0,7.36,7.39,4.49,11688
9065,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,2438
8388,0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,2802
4172,0.31,Ideal,G,IF,61.0,56.0,4.38,4.41,2.68,891
14622,0.3,Ideal,H,VVS2,61.5,56.0,4.33,4.35,2.67,605
10813,1.07,Ideal,G,VVS2,61.9,56.0,6.6,6.62,4.09,9169
22807,1.51,Good,J,SI2,58.1,64.0,7.57,7.53,4.39,6215
6663,0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,805
1370,1.05,Ideal,G,VS2,61.6,59.0,6.51,6.54,4.02,6981
4473,1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
18604,1.02,Premium,F,SI1,61.8,59.0,6.45,6.39,3.97,5686
5043,0.3,Ideal,H,VVS2,62.1,56.0,4.32,4.28,2.67,776
4020,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2443
2164,1.01,Premium,H,SI2,60.6,61.0,6.45,6.38,3.89,3959
6141,0.35,Premium,G,SI1,60.3,60.0,4.57,4.59,2.76,522
3050,0.9,Very Good,F,SI1,61.6,56.0,6.14,6.2,3.8,3724
8223,2.01,Premium,I,VS2,60.5,60.0,8.15,8.17,4.94,16626
21795,0.42,Premium,E,SI1,61.6,59.0,4.83,4.85,2.98,773
10914,0.27,Ideal,I,VS1,61.9,54.0,4.15,4.18,2.58,432
14812,0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63,2365
2381,0.53,Premium,D,VS1,59.2,60.0,5.37,5.31,3.16,2147
14118,1.15,Very Good,F,SI2,63.1,63.0,6.67,6.57,4.18,4915
2494,0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
23336,0.7,Ideal,I,VS2,62.5,56.0,5.66,5.7,3.55,2232
7147,1.02,Premium,D,SI2,62.3,58.0,6.42,6.37,3.99,4044
151,0.92,Very Good,E,VS1,60.9,61.0,6.22,6.25,3.8,5453
1539,1.03,Ideal,F,SI1,61.3,56.0,6.55,6.51,4.0,5595
8373,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
2235,0.55,Ideal,E,VS2,61.4,56.0,5.32,5.26,3.25,1792
20641,0.31,Ideal,D,SI1,62.3,55.0,4.33,4.37,2.71,571
21640,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,1566
1716,0.81,Ideal,H,SI2,61.4,57.0,6.0,5.96,3.67,2375
16810,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,576
8371,1.39,Good,F,SI2,63.8,55.0,7.05,7.08,4.51,6969
11723,0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15,1286
5355,0.3,Ideal,D,VVS2,61.7,57.0,4.3,4.32,2.66,1041
1516,1.5,Good,J,VS2,61.7,56.0,7.23,7.33,4.49,7177
24553,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,816
14014,0.71,Ideal,E,VS1,60.4,57.0,5.75,5.81,3.49,3464
20681,1.23,Ideal,F,VS2,61.7,57.0,6.94,6.9,4.27,9547
10169,0.82,Very Good,F,SI2,59.7,57.0,6.12,6.14,3.66,2841
21882,1.25,Very Good,F,SI2,58.0,63.0,7.16,7.06,4.13,5851
14936,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
23715,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2167
10734,0.39,Good,G,VS2,63.4,57.0,4.63,4.67,2.95,787
17071,1.0,Ideal,F,VS1,61.7,55.0,6.42,6.39,3.95,7056
15140,1.13,Premium,H,VS2,62.0,57.0,6.68,6.62,4.12,5650
25813,1.0,Premium,F,VVS2,61.3,55.0,6.44,6.41,3.94,8602
11998,1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,7487
7361,0.53,Ideal,D,VS2,,55.0,5.2,5.24,3.22,1722
3227,0.3,Ideal,F,SI1,61.9,56.0,4.3,4.32,2.67,475
7287,0.37,Ideal,E,VS2,61.0,56.0,4.64,4.67,2.84,762
13866,0.26,Ideal,H,IF,62.1,55.0,4.09,4.13,2.55,545
10062,1.0,Premium,E,SI2,62.2,59.0,6.38,6.35,3.96,4390
21653,0.52,Ideal,D,VS2,62.0,53.0,5.17,5.21,3.22,1701
16346,1.0,Premium,G,VS1,62.4,62.0,6.37,6.33,3.96,6290
20321,0.57,Ideal,G,SI1,62.3,54.0,5.34,5.35,3.33,1441
3159,1.25,Premium,J,VS2,62.2,59.0,6.86,6.88,4.27,5299
19477,0.43,Ideal,D,SI1,61.5,56.0,4.82,4.87,2.98,830
10748,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10200
8600,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,9296
7846,1.33,Ideal,D,VS2,62.8,56.0,7.08,7.03,4.43,11409
11355,1.01,Good,G,SI1,58.4,61.0,6.51,6.61,3.83,5051
19023,1.0,Very Good,G,SI1,58.6,63.0,6.56,6.58,3.85,4218
26040,0.33,Ideal,D,SI1,62.2,54.0,4.45,4.46,2.77,575
11772,0.41,Ideal,D,VS1,61.0,57.0,4.78,4.82,2.93,1151
13531,0.74,Premium,H,SI1,62.4,58.0,5.75,5.7,3.57,2300
11312,0.41,Good,J,VS2,64.0,59.0,4.64,4.71,2.99,565
17593,0.37,Premium,D,VVS2,60.7,59.0,4.66,4.63,2.82,1038
5953,0.32,Premium,G,VS2,62.5,60.0,4.32,4.38,2.72,561
26188,0.34,Premium,F,VS2,62.6,59.0,4.48,4.44,2.79,880
24575,1.57,Ideal,J,VS1,62.1,54.0,7.46,7.49,4.64,9683
5482,1.65,Premium,I,SI2,62.0,59.0,7.61,7.54,4.7,8590
11193,0.31,Good,G,VS2,63.2,58.0,4.28,4.3,2.71,507
22111,1.02,Very Good,G,SI2,61.6,61.0,6.46,6.47,3.98,4291
14832,2.06,Ideal,H,SI2,62.0,57.0,8.1,8.06,5.01,11040
20983,0.71,Premium,E,VS2,59.0,59.0,5.88,5.78,3.44,2735
22745,0.24,Very Good,E,VVS1,62.0,60.0,3.96,4.01,2.47,485
18801,0.5,Very Good,F,VVS2,63.0,57.0,5.01,5.05,3.17,2052
5756,0.7,Premium,E,VS2,60.8,58.0,5.74,5.7,3.48,2697
5918,0.31,Premium,E,SI1,62.6,60.0,4.35,4.31,2.71,698
21364,0.3,Premium,D,VS2,62.2,58.0,4.3,4.25,2.66,911
17307,0.38,Premium,H,VS2,60.9,60.0,4.62,4.67,2.83,700
12806,0.7,Ideal,H,VS1,61.8,56.0,5.69,5.72,3.53,2691
4440,0.7,Very Good,F,VS1,62.8,59.0,5.65,5.69,3.56,3053
4269,0.43,Good,E,SI1,60.6,61.0,4.96,4.98,3.01,723
13553,0.41,Very Good,G,VS1,62.7,57.0,4.74,4.77,2.98,899
21587,0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73,650
20276,0.51,Very Good,G,VVS2,62.6,59.0,5.08,5.11,3.19,1768
16061,1.5,Very Good,J,SI2,58.7,60.0,7.46,7.54,4.4,5902
14177,0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,1046
10799,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,2346
23532,1.1,Premium,D,SI2,62.4,58.0,6.6,6.57,4.11,4725
14606,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,759
13668,0.3,Ideal,G,IF,61.8,55.0,4.32,4.36,2.68,863
17631,0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,3975
4627,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2592
2336,2.07,Very Good,H,SI1,59.8,58.0,8.23,8.26,4.93,17019
20194,0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83,4313
2161,0.52,Very Good,E,VS2,,56.0,5.12,5.08,3.23,1670
4690,0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62,2055
12726,0.32,Ideal,G,IF,62.0,54.0,4.42,4.45,2.75,918
22393,2.52,Good,G,SI2,63.7,59.0,8.57,8.52,5.44,17608
11149,0.71,Good,I,VVS1,63.8,56.0,5.7,5.65,3.62,2572
6380,0.72,Premium,F,SI2,60.5,59.0,5.83,5.8,3.52,2298
25663,0.66,Ideal,E,SI1,62.8,57.0,5.58,5.53,3.49,1901
272,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
18148,1.0,Very Good,I,SI1,59.3,63.0,6.52,6.47,3.85,3360
8876,0.92,Ideal,H,SI2,,57.0,6.3,6.29,3.81,3854
14947,1.5,Premium,H,VS1,59.9,60.0,7.44,7.39,4.44,11189
25613,0.71,Ideal,G,SI1,61.7,56.0,5.74,5.77,3.55,2518
12385,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
13417,0.81,Ideal,I,VS2,61.8,56.0,6.02,5.99,3.71,2939
8190,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,10372
9644,1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98,6416
8040,0.75,Very Good,D,SI1,,55.0,5.87,5.92,3.58,2872
25052,0.56,Ideal,H,VVS1,61.7,55.0,5.3,5.33,3.28,1941
25957,0.33,Ideal,D,VS2,,57.0,4.47,4.42,2.75,1002
354,0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569
1939,0.53,Good,J,VS2,63.8,57.0,5.1,5.12,3.26,1023
14884,1.21,Premium,J,SI1,62.2,57.0,6.84,6.76,4.23,5266
15449,0.32,Ideal,E,SI1,61.8,55.0,4.45,4.42,2.74,720
11110,0.7,Very Good,E,SI1,63.2,57.0,5.63,5.61,3.55,2518
26703,0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,984
17376,0.23,Ideal,G,IF,61.7,55.0,3.94,3.98,2.44,536
8123,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,2830
20414,1.01,Good,D,SI2,57.6,62.0,6.66,6.56,3.81,4338
22940,0.33,Premium,E,VS1,61.5,59.0,4.46,4.42,2.73,1002
25823,1.25,Ideal,H,SI1,62.4,55.0,6.9,6.86,4.3,7573
9185,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1181
11256,0.8,Very Good,F,VS2,63.3,59.8,5.79,5.83,3.68,3283
19348,0.4,Good,G,VVS1,59.1,61.0,4.86,4.88,2.88,1013
4490,1.22,Ideal,H,VVS2,61.8,57.0,6.85,6.89,4.25,8014
5896,1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03,3528
18207,1.08,Premium,D,SI1,62.6,56.0,6.62,6.57,4.13,5758
1894,1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,5946
25540,0.34,Ideal,G,VVS1,61.8,56.0,4.48,4.51,2.78,913
1349,1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04,5577
10854,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053
10028,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4788
3500,0.54,Premium,E,VS2,59.2,58.0,5.32,5.35,3.16,1754
11908,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6604
24132,1.04,Very Good,G,VS1,63.4,59.0,6.46,6.38,4.07,6814
9989,1.0,Very Good,F,VS2,62.2,57.0,6.4,6.43,3.99,6183
1403,0.4,Premium,D,VS1,60.9,58.0,4.78,4.81,2.92,1123
15458,1.13,Ideal,H,I1,61.1,56.0,6.77,6.71,4.12,3669
18156,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
2320,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,2016
19695,0.32,Ideal,E,VVS2,61.6,57.0,4.4,4.43,2.72,842
7284,0.5,Ideal,F,SI2,60.9,57.0,5.16,5.13,3.13,1203
9180,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
7304,0.41,Ideal,G,VVS2,60.4,56.0,4.8,4.83,2.91,1007
25543,0.52,Very Good,H,SI1,62.6,59.0,5.06,5.13,3.19,1161
14940,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2176
16857,1.02,Premium,H,VS1,62.1,57.0,6.46,6.42,4.0,4827
21350,0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,3318
9588,0.32,Very Good,D,SI1,63.0,57.0,4.35,4.38,2.75,526
7551,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
22285,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
19749,1.2,Ideal,G,VVS1,62.2,57.0,6.77,6.81,4.22,9009
14302,1.02,Very Good,D,IF,62.7,57.0,6.36,6.46,4.02,15306
17395,0.92,Ideal,G,SI2,61.9,57.0,6.23,6.25,3.86,4406
12023,0.54,Ideal,H,VS2,61.6,55.0,5.23,5.25,3.23,1453
1065,1.01,Good,H,SI2,57.9,59.0,6.64,6.59,3.83,3903
24952,1.51,Very Good,I,SI1,62.2,60.0,7.23,7.3,4.52,8637
16577,1.53,Ideal,F,SI1,62.5,57.0,7.38,7.31,4.59,11525
9627,0.71,Ideal,I,VS1,61.6,54.7,5.71,5.85,3.54,2397
5602,0.34,Good,G,SI1,63.4,57.0,4.42,4.45,2.81,507
12847,0.32,Ideal,E,VVS2,61.2,56.0,4.39,4.43,2.7,816
22554,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,830
196,0.71,Ideal,E,VS2,62.0,55.0,5.72,5.77,3.56,3421
6344,0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3162
9478,0.9,Very Good,H,VVS1,62.1,59.0,6.17,6.19,3.84,4664
26414,0.27,Ideal,I,VS1,61.9,54.0,4.14,4.19,2.58,432
19933,1.01,Premium,H,VS1,62.7,58.0,6.39,6.37,4.0,5294
6426,1.0,Very Good,I,SI1,60.4,63.0,6.44,6.37,3.87,4032
20254,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,878
18076,0.24,Ideal,F,VS1,62.0,56.0,3.99,3.94,2.46,536
25908,0.9,Very Good,F,SI2,61.3,60.0,6.18,6.22,3.8,3468
14815,0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,865
5747,0.51,Ideal,G,VS1,59.7,57.0,5.25,5.2,3.12,1781
23152,1.25,Premium,I,VS1,59.4,60.0,7.1,7.03,4.2,5331
20162,0.31,Very Good,G,VS1,63.3,57.0,4.31,4.28,2.72,749
26005,0.7,Fair,H,SI1,64.5,59.0,5.54,5.51,3.56,2176
6845,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3478
13793,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2886
20327,0.31,Ideal,G,IF,62.3,56.0,4.34,4.36,2.71,871
3058,1.01,Very Good,E,VS1,59.4,59.0,6.52,6.54,3.88,8348
24954,0.42,Premium,G,VVS2,60.4,59.0,4.82,4.78,2.9,1103
19568,0.7,Ideal,H,SI1,60.6,57.0,5.77,5.74,3.48,2536
25789,0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,1124
3046,0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.3,2.67,665
17651,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
20262,1.2,Good,I,SI1,63.9,56.0,6.62,6.69,4.25,5211
13902,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634
9549,1.7,Premium,I,VS2,62.0,59.0,7.6,7.55,4.7,10929
17554,0.7,Premium,F,SI1,62.1,59.0,5.68,5.72,3.54,2196
21571,0.8,Very Good,D,VS2,63.1,57.0,5.94,5.89,3.73,3135
802,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5813
23307,0.62,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39,1934
8552,0.87,Ideal,H,VS2,61.7,57.0,6.14,6.09,3.77,3118
19596,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,1586
18010,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,449
14731,0.7,Fair,E,VS2,,61.0,5.62,5.47,3.64,2352
20591,2.22,Very Good,J,SI1,58.7,60.0,8.51,8.57,5.01,13782
13056,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,5319
10861,0.5,Very Good,G,VVS1,63.3,56.0,5.1,5.07,3.22,2070
9254,1.19,Good,H,VS1,60.8,61.0,6.86,6.88,4.18,7152
20266,0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28,1345
13635,1.01,Very Good,H,SI1,63.4,59.0,6.34,6.28,4.0,4836
1245,0.46,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,746
9701,1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
3125,0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
7220,1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,4118
6271,0.42,Ideal,D,VS1,62.1,56.0,4.78,4.82,2.98,1179
14448,1.05,Ideal,G,VS2,60.8,57.0,6.58,6.65,4.02,6486
8116,0.8,Good,G,VS1,63.2,60.1,5.77,5.85,3.67,3283
16286,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1292
24747,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,805
19996,0.8,Very Good,H,SI2,63.4,58.0,5.87,5.84,3.71,2502
11113,1.03,Very Good,G,SI2,63.0,60.0,6.35,6.39,4.01,3755
20094,0.2,Ideal,D,VS2,61.5,57.0,3.81,3.77,2.33,367
20035,1.1,Ideal,J,SI1,62.2,55.0,6.62,6.65,4.13,4275
1526,1.02,Premium,E,SI2,62.9,56.0,6.43,6.36,4.02,4478
8989,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,17392
24863,1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
18822,0.3,Very Good,F,VS1,59.8,59.0,4.3,4.43,2.61,704
14116,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,4662
17484,0.4,Premium,F,VVS1,61.1,59.0,4.78,4.75,2.91,1323
6185,1.01,Premium,H,SI2,61.3,59.0,6.47,6.41,3.95,4355
16490,0.52,Ideal,G,VS1,60.9,56.0,5.2,5.24,3.18,1662
20721,1.02,Very Good,E,SI1,63.2,60.0,6.33,6.42,4.03,5456
22630,0.32,Good,D,I1,64.0,54.0,4.33,4.36,2.78,361
13108,0.58,Very Good,D,SI1,60.2,58.0,5.37,5.46,3.26,1785
5939,0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
1992,0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15,1695
16038,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
17603,0.5,Very Good,D,VS1,62.0,56.0,5.09,5.11,3.16,1750
8402,0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62,675
21413,0.76,Ideal,D,VS2,63.0,56.0,5.83,5.79,3.66,3248
5791,0.71,Very Good,F,SI1,63.0,56.0,5.65,5.72,3.58,2088
2948,0.23,Ideal,G,IF,61.8,56.0,3.92,3.94,2.43,536
5589,0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55,2594
24523,1.52,Premium,G,VVS1,60.4,59.0,7.38,7.48,4.49,15959
19864,1.02,Premium,F,I1,59.6,59.0,6.51,6.45,3.87,2452
24715,0.35,Ideal,E,VS2,61.7,55.0,4.54,4.57,2.81,767
17422,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,3966
11470,0.31,Ideal,F,IF,61.0,56.0,4.39,4.43,2.69,914
17480,0.37,Ideal,D,VVS2,61.6,56.0,4.65,4.61,2.85,1145
17522,0.31,Ideal,E,VVS1,61.1,56.0,4.38,4.42,2.69,865
22178,0.41,Premium,E,SI1,60.5,61.0,4.8,4.78,2.9,969
4956,0.7,Very Good,I,SI2,61.8,58.0,5.65,5.71,3.51,1977
15651,0.36,Ideal,H,VS1,61.8,57.0,4.6,4.56,2.83,810
7084,0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,1841
24981,0.8,Ideal,F,VS1,61.2,56.0,5.98,6.01,3.67,3860
665,0.92,Premium,D,SI2,62.5,59.0,6.24,6.2,3.89,3550
14932,0.78,Ideal,E,SI1,61.6,56.0,5.94,6.0,3.68,3345
24569,0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
15094,1.0,Very Good,E,SI2,,54.0,6.33,6.37,4.0,4630
20950,0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026
4994,0.34,Very Good,E,SI2,62.5,59.0,4.43,4.46,2.78,477
19472,0.53,Very Good,D,SI1,59.1,59.0,5.27,5.33,3.13,1415
14699,0.3,Premium,G,VS1,62.2,59.0,4.28,4.31,2.67,605
3403,0.31,Ideal,G,SI1,62.2,55.0,4.36,4.35,2.71,593
15019,0.3,Ideal,G,VS1,59.9,56.0,4.37,4.41,2.63,605
9685,1.03,Premium,I,SI1,58.4,60.0,6.6,6.58,3.85,3288
25951,0.7,Very Good,F,SI1,61.3,59.0,5.68,5.74,3.5,2401
2225,0.33,Ideal,G,VVS1,61.4,55.0,4.46,4.48,2.74,820
11628,0.3,Ideal,J,VVS1,60.4,57.0,4.36,4.38,2.64,464
126,0.9,Premium,I,VS2,61.2,62.0,6.19,6.13,3.77,3338
25681,0.3,Ideal,G,VS1,62.5,57.0,4.32,4.29,2.69,776
15468,0.38,Good,D,VS2,64.1,55.0,4.58,4.62,2.95,809
11107,1.01,Premium,D,VVS2,62.4,60.0,6.31,6.36,3.95,10221
14479,0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,579
4888,1.2,Good,G,SI2,62.1,60.0,6.72,6.78,4.19,5310
15466,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,641
26363,0.41,Very Good,D,VS2,62.8,55.0,4.7,4.73,2.96,1007
18334,0.47,Ideal,I,VVS1,61.0,56.0,5.02,5.04,3.07,1050
26525,0.55,Ideal,F,VS2,62.7,55.0,5.26,5.24,3.29,1698
14093,0.32,Very Good,F,VVS1,61.6,56.0,4.37,4.41,2.7,886
23438,0.3,Ideal,G,SI1,62.2,55.0,4.27,4.32,2.67,422
25892,1.01,Ideal,G,SI2,61.6,54.0,6.4,6.45,3.96,4560
6537,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1787
2047,0.32,Ideal,E,SI1,61.8,55.0,4.42,4.45,2.74,561
25299,2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,15931
19460,0.4,Ideal,E,VS1,62.1,55.0,4.79,4.75,2.96,960
16826,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811
12106,0.31,Premium,E,VVS2,61.4,58.0,4.36,4.33,2.67,1046
21101,0.33,Ideal,D,VS2,61.1,56.0,4.5,4.54,2.76,822
572,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689
8078,1.01,Ideal,E,VVS2,62.0,56.0,6.43,6.35,4.01,9483
4310,1.19,Premium,J,SI1,63.0,54.0,6.82,6.74,4.27,4498
2318,1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,14107
9724,0.33,Very Good,G,SI1,61.1,59.0,4.42,4.45,2.71,492
16500,1.71,Very Good,H,VS1,63.5,59.0,7.59,7.52,4.8,9974
15572,0.5,Ideal,E,VS2,61.3,57.0,5.13,5.15,3.15,1624
19257,1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,4139
4590,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,16793
6138,1.52,Ideal,H,SI1,61.5,58.0,7.4,7.36,4.54,10589
3826,0.34,Very Good,G,SI1,61.5,56.0,4.45,4.52,2.76,507
3935,0.83,Ideal,I,SI2,61.2,59.0,6.03,6.06,3.7,2444
13526,1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08,6411
3316,0.78,Fair,H,VS2,54.7,67.0,6.25,6.15,3.4,2691
11819,0.32,Ideal,G,VVS1,60.8,56.0,4.44,4.37,2.68,1080
22479,1.01,Premium,F,VS2,59.3,62.0,6.48,6.44,3.83,6533
9006,1.06,Ideal,E,VS2,61.8,55.0,6.59,6.51,4.05,7788
4670,0.57,Very Good,G,VS1,59.9,57.0,5.38,5.47,3.25,1934
7269,0.3,Premium,F,VS1,61.5,59.0,4.33,4.31,2.66,844
21743,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09,1699
10387,1.24,Premium,G,VS1,62.0,59.0,6.88,6.92,4.28,7660
11492,2.01,Ideal,J,SI2,62.9,54.0,8.06,7.93,5.05,11011
8890,0.5,Very Good,H,VS1,61.6,57.0,5.11,5.13,3.15,1598
16614,0.92,Premium,F,SI2,59.3,61.0,6.36,6.29,3.75,3864
20561,0.33,Ideal,G,VS2,62.3,57.0,4.43,4.4,2.75,743
21557,0.38,Ideal,E,VS1,61.6,56.0,4.62,4.66,2.86,1000
19351,0.41,Very Good,D,SI1,63.0,59.0,4.73,4.76,2.99,838
14264,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814
10808,1.17,Ideal,G,VS2,61.5,57.0,6.86,6.8,4.2,6139
12276,0.72,Ideal,G,SI1,63.0,56.0,5.71,5.68,3.59,2385
19096,0.33,Ideal,F,VS2,62.3,56.0,4.43,4.46,2.77,666
26133,0.58,Ideal,D,SI1,61.1,57.0,5.36,5.41,3.29,1737
10920,0.3,Ideal,F,VS2,62.0,55.0,4.31,4.33,2.68,605
1724,0.7,Very Good,F,SI1,61.7,61.0,5.67,5.7,3.51,2230
14157,0.31,Premium,H,VVS2,61.4,59.0,4.35,4.38,2.68,625
21805,0.31,Premium,D,SI2,62.1,59.0,4.31,4.35,2.69,462
21573,2.0,Good,I,VS2,63.3,56.0,7.98,8.03,5.07,16544
15162,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49,2316
20060,1.24,Ideal,D,VVS2,62.6,55.0,6.89,6.94,4.33,13803
19487,0.52,Very Good,F,SI2,62.3,60.0,5.1,5.13,3.19,1057
22601,0.63,Ideal,E,VS1,61.5,56.0,5.5,5.53,3.39,2503
15516,0.52,Ideal,D,VS1,62.2,56.0,5.16,5.13,3.2,2296
19334,1.0,Very Good,G,VVS1,63.4,57.0,6.33,6.36,4.02,8115
14184,1.01,Very Good,F,VS2,63.1,56.0,6.41,6.37,4.03,6267
13599,0.42,Ideal,D,VVS1,61.8,55.0,4.83,4.85,2.99,1547
23363,1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8,11948
17828,0.7,Very Good,G,IF,58.5,60.0,5.83,5.87,3.42,3543
15687,0.85,Premium,E,VS2,60.2,60.0,6.14,6.09,3.68,3803
1391,0.31,Ideal,G,VVS1,62.1,53.0,4.36,4.4,2.72,789
14007,0.41,Ideal,F,SI1,61.8,55.0,4.75,4.8,2.95,711
26901,1.1,Ideal,F,SI2,60.4,55.0,6.73,6.77,4.08,4809
